path	probe_id	profiles	runtime_class_by_profile	previous_class	transition	current_language_class	crystalline_owner_file_line	vanilla_source_file_line	owner_prompt	owner_prompt_sha256	consumer_unique	consumer_prompt_hash	language_observable	normative_intent	normative_evidence	causal_hypothesis	refutation	gate_class	universe	canonical_route	cohort_id	measurement_ref
sym.ellipse.stroked.h	p1322-path-sym.ellipse.stroked.h	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.ellipse.stroked.h), repr(sym.ellipse.stroked.h)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.ellipse.stroked.h		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.ellipse.stroked.h
sym.ellipse.stroked.v	p1322-path-sym.ellipse.stroked.v	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.ellipse.stroked.v), repr(sym.ellipse.stroked.v)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.ellipse.stroked.v		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.ellipse.stroked.v
sym.emptyset.arrow.l	p1322-path-sym.emptyset.arrow.l	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.emptyset.arrow.l), repr(sym.emptyset.arrow.l)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.emptyset.arrow.l		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.emptyset.arrow.l
sym.emptyset.arrow.r	p1322-path-sym.emptyset.arrow.r	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.emptyset.arrow.r), repr(sym.emptyset.arrow.r)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.emptyset.arrow.r		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.emptyset.arrow.r
sym.emptyset.bar	p1322-path-sym.emptyset.bar	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.emptyset.bar), repr(sym.emptyset.bar)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.emptyset.bar		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.emptyset.bar
sym.emptyset.circle	p1322-path-sym.emptyset.circle	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.emptyset.circle), repr(sym.emptyset.circle)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.emptyset.circle		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.emptyset.circle
sym.emptyset.rev	p1322-path-sym.emptyset.rev	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.emptyset.rev), repr(sym.emptyset.rev)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.emptyset.rev		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.emptyset.rev
sym.emptyset.zero	p1322-path-sym.emptyset.zero	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.emptyset.zero), repr(sym.emptyset.zero)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.emptyset.zero		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.emptyset.zero
sym.epsilon.alt	p1322-path-sym.epsilon.alt	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.epsilon.alt), repr(sym.epsilon.alt)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.epsilon.alt		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.epsilon.alt
sym.epsilon.alt.rev	p1322-path-sym.epsilon.alt.rev	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.epsilon.alt.rev), repr(sym.epsilon.alt.rev)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.epsilon.alt.rev		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.epsilon.alt.rev
sym.eq.ast	p1322-path-sym.eq.ast	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.eq.ast), repr(sym.eq.ast)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.eq.ast		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.eq.ast
sym.eq.colon	p1322-path-sym.eq.colon	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.eq.colon), repr(sym.eq.colon)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.eq.colon		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.eq.colon
sym.eq.def	p1322-path-sym.eq.def	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.eq.def), repr(sym.eq.def)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.eq.def		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.eq.def
sym.eq.delta	p1322-path-sym.eq.delta	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.eq.delta), repr(sym.eq.delta)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.eq.delta		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.eq.delta
sym.eq.dot	p1322-path-sym.eq.dot	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.eq.dot), repr(sym.eq.dot)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.eq.dot		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.eq.dot
sym.eq.dots	p1322-path-sym.eq.dots	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.eq.dots), repr(sym.eq.dots)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.eq.dots		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.eq.dots
sym.eq.dots.down	p1322-path-sym.eq.dots.down	default,html,a11y,html+a11y	default:MATCH_VALUE;html:MATCH_VALUE;a11y:MATCH_VALUE;html+a11y:MATCH_VALUE	NOT_IN_P1309	ADDED_FRESH	CLOSED_MEASURED_LOOKUP_REPR_ONLY	01_core/src/compiler/stdlib/sym.rs:638	lab/typst-original/crates/typst-library/src/lib.rs:374	00_nucleo/prompts/compiler/stdlib/sym.md	42a2127215e9a37d69c90695e1be66a61320fa086ffd36b51a1ac3441c816f3d	01_core/src/compiler/stdlib/sym.rs	a4e31465	repr((type(sym.eq.dots.down), repr(sym.eq.dots.down)))	Only the frozen lookup/kind/repr/diagnostic expression is measured; no claim about unmeasured function calls.	00_nucleo/prompts/compiler/stdlib/sym.md:1	Fresh public path lookup, including finite Symbol modifiers; owner of binding discovery is distinct from complete callable semantics.	Same source/profile has equal complete observable, or cited current source identifies a different cause/required owner. MATCH does not certify calls absent from the corpus.	NO_CHANGE_AUTHORIZED	principal	sym.eq.dots.down		00_nucleo/diagnosticos/p1322-matrix-normal.json#p1322-path-sym.eq.dots.down
